No.,Time,Length
16418,363.530528,218
16420,363.5689,117
16421,363.588795,210
16422,363.658783,213
16423,363.725012,225
16425,363.779233,117
16426,363.784743,243
16427,363.851898,250
16428,363.919227,248
16430,363.984965,230
16431,363.993775,117
16432,364.059153,203
16434,364.125551,201
16440,364.18992,197
16441,364.199213,117
16443,364.248613,208
16444,364.269878,68
16446,364.313846,214
16449,364.391762,227
16451,364.419143,117
16452,364.44504,237
16455,364.527814,247
16457,364.578742,245
16460,364.624857,117
16461,364.650014,238
16462,364.720423,226
16463,364.774391,227
16465,364.83919,117
16466,364.851182,228
16468,364.908809,237
16469,364.979807,234
16471,365.038676,225
16472,365.055736,117
16473,365.108815,230
16476,365.172211,230
16480,365.245036,234
16481,365.24505,117
16483,365.310083,234
16484,365.335384,68
16485,365.375492,221
16487,365.444788,205
16489,365.475589,117
16491,365.509839,205
16492,365.575051,222
16494,365.633659,237
16496,365.678789,117
16497,365.704943,253
16498,365.767658,251
16500,365.84028,232
16501,365.878851,117
16502,365.898668,236
16503,365.964774,235
16504,366.034857,230
16506,366.085058,117
16507,366.093767,229
16509,366.166561,221
16510,366.228853,215
16512,366.294067,269
16513,366.313972,117
16514,366.359183,274
16518,366.425215,306
16523,366.492061,321
16524,366.524854,117
16525,366.559298,310
16526,366.624851,298
16529,366.692625,293
16530,366.724989,117
16531,366.759329,295
16532,366.825017,271
16534,366.889852,249
16535,366.92985,117
16536,366.953749,257
16537,367.024811,252
16538,367.088973,246
16540,367.152321,117
16542,367.193954,244
16543,367.219002,251
16544,367.284953,262
16546,367.315928,68
16548,367.354869,254
16549,367.359727,117
16551,367.43044,254
16554,367.485644,268
16557,367.549357,285
16558,367.584758,117
16559,367.614052,287
16561,367.728878,284
16562,367.749365,294
16564,367.790064,117
16565,367.816069,316
16567,367.884904,326
16569,367.918671,68
16570,367.944754,332
16572,368.009799,117
16573,368.011633,326
16574,368.031996,141
16576,368.078678,327
16577,368.145208,322
16583,368.208781,318
16584,368.225281,117
16587,368.274813,324
16588,368.338708,303
16592,368.410653,296
16594,368.4406,117
16597,368.471913,283
16599,368.544774,282
16601,368.610007,275
16603,368.644769,117
16604,368.681294,262
16605,368.7408,271
16607,368.810384,274
16608,368.859167,117
16609,368.868804,277
16611,368.933971,275
16612,369.005376,282
16614,369.059425,117
16615,369.075613,288
16616,369.140085,283
16618,369.198803,277
16621,369.253729,117
16622,369.264959,270
16623,369.334839,296
16624,369.398728,296
16626,369.469948,293
16627,369.490374,117
16628,369.534834,300
16629,369.594002,306
16631,369.664853,302
16632,369.695001,117
16633,369.730506,286
16634,369.804719,280
16636,369.870031,279
16637,369.905126,117
16638,369.925544,272
16639,369.999846,292
16641,370.058935,303
16642,370.104977,117
16643,370.125053,290
16644,370.186774,301
16645,370.253653,312
16647,370.304984,117
16648,370.319101,319
16649,370.39042,316
16650,370.452148,315
16654,370.51486,117
16655,370.519946,315
16656,370.584804,325
16657,370.652625,332
16659,370.718709,349
16660,370.745154,117
16661,370.784667,335
16662,370.848699,325
16664,370.91387,308
16665,370.945263,117
16666,370.984725,254
16667,371.046026,242
16668,371.079209,68
16671,371.111794,262
16672,371.145136,117
16673,371.178807,269
16677,371.245001,285
16678,371.308765,293
16680,371.379043,117
16681,371.379056,303
16683,371.44486,282
16686,371.50904,270
16689,371.574179,257
16690,371.598764,117
16691,371.644774,267
16692,371.710367,239
16694,371.780128,247
16695,371.788744,117
16697,371.839146,253
16698,371.90976,268
16701,371.97545,256
16702,371.989362,117
16703,372.044858,263
16705,372.104845,257
16711,372.16984,256
16712,372.214755,117
16714,372.245245,256
16717,372.310312,258
16719,372.369832,275
16723,372.420129,117
16724,372.439363,293
16727,372.505064,284
16729,372.570445,283
16732,372.619768,117
16733,372.634897,278
16735,372.70474,275
16736,372.769901,254
16738,372.835301,265
16739,372.848834,117
16740,372.893864,273
16741,372.975627,266
16744,373.024819,258
16746,373.064839,117
16748,373.094178,265
16751,373.1593,270
16755,373.229919,268
16756,373.265268,117
16758,373.291831,271
16759,373.356809,309
16761,373.425135,349
16765,373.468764,117
16767,373.488894,180
16768,373.488895,367
16769,373.554021,212
16770,373.554039,352
16771,373.625269,257
16772,373.625282,332
16774,373.674563,117
16775,373.68904,289
16776,373.689051,315
16777,373.751746,307
16778,373.751757,304
16780,373.818875,282
16781,373.818891,289
16783,373.885074,278
16784,373.885088,292
16785,373.899502,117
16786,373.948829,222
16787,373.948842,321
16788,374.01923,261
16789,374.019243,298
16791,374.085022,207
16792,374.085036,334
16794,374.114555,117
16795,374.124725,68
16797,374.148889,256
16798,374.148901,314
16801,374.213715,241
16802,374.213727,312
16807,374.27995,209
16808,374.279964,333
16809,374.305195,117
16810,374.349121,214
16811,374.349134,307
16812,374.411741,292
16814,374.480307,280
16817,374.51914,117
16819,374.544874,286
16822,374.611681,186
16823,374.611692,317
16825,374.679219,210
16826,374.679233,327
16830,374.728768,117
16831,374.745329,222
16832,374.745342,333
16835,374.808822,230
16836,374.808836,333
16839,374.872287,267
16840,374.872297,305
16844,374.938782,287
16845,374.938796,280
16847,374.958839,117
16849,375.005138,245
16850,375.005151,315
16853,375.073581,309
16857,375.138689,288
16858,375.148895,117
16860,375.204715,291
16862,375.285854,290
16864,375.340455,275
16866,375.390292,117
16867,375.405087,202
16868,375.4051,276
16872,375.469266,220
16873,375.47063,274
16874,375.533975,192
16875,375.534007,303
16878,375.585456,117
16879,375.600522,221
16880,375.600541,276
16882,375.668857,216
16883,375.668883,285
16884,375.731748,192
16885,375.731762,298
16887,375.798888,274
16888,375.804765,117
16889,375.865014,275
16890,375.932149,224
16892,375.998963,258
16893,376.004829,117
16894,376.06471,260
16895,376.129295,283
16901,376.194821,301
16902,376.204716,117
16903,376.264801,296
16904,376.325183,295
16907,376.39189,261
16909,376.412113,117
16912,376.458916,248
16914,376.524819,236
16916,376.592471,232
16917,376.624811,117
16918,376.659301,223
16920,376.724782,215
16921,376.789125,238
16923,376.834189,117
16924,376.853229,233
16926,376.925113,233
16927,376.988768,233
16929,377.041781,117
16930,377.051774,210
16931,377.118937,233
16932,377.165329,68
16934,377.185029,235
16938,377.252031,243
16940,377.258773,117
16942,377.314227,255
16943,377.385111,244
16945,377.449508,268
16947,377.468755,117
16949,377.513786,260
16950,377.585401,265
16952,377.648791,278
16953,377.678667,117
16954,377.713705,289
16956,377.778657,305
16958,377.844784,299
16959,377.890319,117
16960,377.909655,297
16962,377.978709,291
16964,378.044716,276
16966,378.093908,68
16967,378.09392,117
16968,378.112832,281
16971,378.174361,269
16973,378.244738,278
16976,378.292179,117
16978,378.304871,286
16981,378.371943,283
16983,378.439121,295
16987,378.504763,279
16988,378.504773,117
16989,378.571708,302
16991,378.638958,297
16993,378.705988,210
16994,378.706001,337
16995,378.706003,117
16996,378.768918,288
16997,378.834723,268
16999,378.904905,253
17000,378.919019,117
17001,378.969016,232
17002,379.03183,257
17005,379.098829,267
17006,379.119951,117
17008,379.169846,277
17013,379.22893,305
17015,379.294471,293
17016,379.332023,117
17018,379.365313,295
17022,379.430843,304
17028,379.494048,197
17029,379.494069,343
17032,379.533636,117
17034,379.55876,215
17035,379.55877,327
17038,379.625297,219
17039,379.625307,325
17042,379.692051,249
17043,379.692062,294
17046,379.744863,117
17047,379.758811,254
17048,379.758823,306
17049,379.824772,246
17050,379.824783,304
17053,379.889315,244
17055,379.892304,300
17059,379.959352,258
17060,379.959363,310
17061,379.959365,117
17063,380.025706,267
17064,380.025716,315
17065,380.089024,262
17066,380.089034,304
17071,380.155357,217
17072,380.155365,329
17073,380.186321,117
17075,380.2136,68
17077,380.224942,222
17078,380.224953,326
17081,380.285367,225
17082,380.28539,327
17084,380.353767,269
17086,380.378703,117
17088,380.418683,266
17091,380.485784,235
17095,380.548644,220
17096,380.589211,117
17097,380.618968,220
17098,380.689758,225
17100,380.748805,227
17104,380.795081,117
17106,380.813848,231
17109,380.880031,243
17112,380.950469,242
17117,381.011631,256
17118,381.018584,117
17121,381.078701,273
17123,381.14537,174
17124,381.145391,307
17130,381.209265,286
17133,381.239496,117
17135,381.278728,183
17136,381.278738,317
17139,381.346788,275
17148,381.408826,268
17154,381.453737,117
17156,381.473682,268
17162,381.545364,265
17165,381.605679,273
17169,381.656899,117
17171,381.679751,275
17176,381.73867,185
17177,381.738681,306
17181,381.809747,182
17182,381.809758,316
17186,381.854969,117
17187,381.869154,271
17193,381.938683,260
17196,382.005737,257
17202,382.069191,272
17203,382.069201,117
17207,382.134184,199
17208,382.134197,315
17212,382.199212,223
17214,382.206025,304
17219,382.265849,214
17220,382.265858,310
17222,382.284795,117
17224,382.331706,243
17225,382.331719,303
17229,382.398669,263
17230,382.398679,292
17235,382.464743,229
17236,382.464754,330
17238,382.48474,117
17240,382.528776,221
17241,382.528788,326
17243,382.600208,212
17244,382.600219,329
17246,382.664849,202
17247,382.664857,314
17248,382.709231,117
17249,382.728688,266
17253,382.793771,246
17257,382.864675,238
17260,382.90485,117
17261,382.928631,251
17264,382.992029,266
17267,383.058759,265
17272,383.124862,260
17273,383.124873,117
17278,383.191843,262
17283,383.258784,253
17284,383.258796,68
17292,383.330204,251
17293,383.334567,117
17295,383.388679,246
17300,383.453684,258
17307,383.525006,248
17308,383.544726,117
17309,383.588698,249
17310,383.653594,229
17312,383.725212,212
17313,383.764717,117
17315,383.784706,210
17319,383.851841,229
17323,383.924794,241
17324,383.964692,117
17326,383.984756,241
17330,384.048851,245
17334,384.113645,231
17339,384.164778,117
17342,384.184696,239
17346,384.248851,248
17348,384.311748,261
17351,384.371629,117
17352,384.378698,273
17355,384.446023,277
17357,384.511706,284
17360,384.569205,117
17361,384.578641,261
17363,384.644848,248
17364,384.708717,227
17367,384.774216,234
17368,384.794667,117
17369,384.839088,235
17370,384.90878,243
17373,384.971742,271
17374,385.004698,117
17375,385.038893,259
17379,385.104807,268
17382,385.169326,287
17385,385.20481,117
17386,385.238739,177
17387,385.23875,325
17391,385.305003,196
17392,385.305015,330
17395,385.368708,293
17400,385.419247,117
17401,385.438641,300
17408,385.498873,290
17409,385.5086,229
17413,385.568971,289
17418,385.633605,287
17419,385.634579,117
17424,385.699508,207
17425,385.699518,336
17430,385.764788,251
17431,385.764798,327
17435,385.829221,248
17436,385.829231,333
17437,385.851995,117
17440,385.899739,284
17441,385.899749,304
17444,385.965005,323
17445,385.965015,283
17448,386.028664,328
17449,386.028674,293
17450,386.07865,117
17451,386.094008,296
17452,386.094019,333
17454,386.16493,299
17455,386.164942,328
17457,386.229566,229
17458,386.229576,358
17463,386.291994,284
17464,386.293553,117
17466,386.298627,68
17471,386.358786,271
17474,386.424731,244
17480,386.48918,246
17482,386.498565,117
17485,386.558954,234
17490,386.624776,243
17495,386.689222,247
17498,386.704679,117
17500,386.755131,241
17505,386.825026,262
17510,386.884776,272
17512,386.914165,117
17514,386.951683,265
17517,387.019484,266
17521,387.087322,269
17523,387.125422,117
17524,387.148792,263
17526,387.218665,246
17527,387.284991,251
17530,387.338864,117
17531,387.348698,253
17533,387.414381,254
17535,387.48479,257
17538,387.544752,117
17539,387.554892,281
17541,387.625076,283
17542,387.684825,285
17544,387.745364,270
17545,387.772304,117
17546,387.809146,244
17547,387.876851,236
17550,387.946575,237
17553,387.978825,117
17554,388.00888,249
17555,388.074217,263
17558,388.144805,257
17559,388.148787,68
17563,388.17867,117
17564,388.208795,257
17565,388.273951,234
17566,388.338644,235
17570,388.391786,117
17571,388.404802,238
17576,388.471689,253
17578,388.538649,257
17580,388.604774,257
17581,388.619244,117
17582,388.669384,243
17583,388.734131,252
17585,388.799191,250
17586,388.838709,117
17588,388.868851,235
17592,388.931657,232
17595,388.999203,219
17597,389.044729,117
17598,389.06508,239
17599,389.132433,252
17601,389.199319,255
17604,389.248819,117
17606,389.268991,241
17609,389.329178,220
17610,389.34968,68
17612,389.399803,222
17615,389.469772,240
17616,389.479583,117
17619,389.529915,272
17620,389.599241,261
17622,389.70869,252
17623,389.724709,240
17624,389.764749,117
17625,389.791598,215
17627,389.869888,233
17628,389.908633,117
17629,389.939739,228
17630,389.995322,216
17633,390.064666,228
17635,390.109734,117
17636,390.129691,218
17637,390.194798,219
17638,390.271464,222
17640,390.329931,231
17641,390.335084,117
17642,390.391115,232
17643,390.459711,229
17645,390.549449,232
17646,390.561773,117
17647,390.58983,229
17649,390.654917,231
17651,390.71864,239
17652,390.764729,117
17653,390.779762,243
17655,390.854954,244
17657,390.911781,260
17659,390.974929,117
17660,390.978987,272
17661,391.049668,279
17663,391.11499,288
17666,391.179176,290
17667,391.189784,117
17670,391.249696,292
17673,391.308657,280
17677,391.380324,250
17678,391.389848,117
17682,391.444859,242
17687,391.514963,231
17690,391.571653,239
17691,391.611669,117
17692,391.638787,235
17694,391.705678,226
17696,391.768815,247
17698,391.819803,117
17700,391.844795,241
17701,391.90503,258
17703,391.969106,268
17705,392.019178,117
17706,392.033901,280
17708,392.104824,276
17712,392.164881,270
17714,392.233773,263
17715,392.238691,117
17717,392.29923,243
17722,392.36471,231
17723,392.399749,68
17727,392.43163,245
17728,392.445333,117
17731,392.49864,247
17735,392.564689,240
